"EAN NR.";"NSH Varenr.";"DB NR.";"Varebetegnelse DK";"Varebetegnelse SE";"Varebetegnelse FI";"Varebetegnelse UK"
"5705858077017";"115-198";"";"Læhegn, Teak Grundmalet, 160 x 160 cm, NORDIC FENCE, NOVA";"Vindskydd, teak grundmålad, 160 x 160 cm, NORDIC FENCE, NOVA";"Suoja-aita, tiikinvärinen pohjamaalattu, 160 x 160 cm, NORDIC FENCE, NOVA";"Windbreak fence, teak primed, 160 x 160 cm, NORDIC FENCE, NOVA"
"4026925059554";"115-200";"";"Rhombus læhegn i lærketræ, 180 x 180 cm, NORDIC FENCE, HORIZONTAL";"Rhombus skärmvägg, lärk, 180 x 180 cm, NORDIC FENCE HORIZONTAL";"Rhombus suoja-aita, käsittelemätön lehtikuusi, 180 x 180 cm, NORDIC FENCE, HORIZONTAL";"Rhombus windbreak fence, larch, 180 x 180 cm, NORDIC FENCE, HORIZONTAL"
"4026925060611";"115-201";"";"Rhombus læhegn i lærketræ, 60 x 180 cm, NORDIC FENCE, HORIZONTAL";"Rhombus skärmvägg, lärk, 60 x 180 cm, NORDIC FENCE HORIZONTAL";"Rhombus suoja-aita, käsittelemätön lehtikuusi, 60 x 180 cm, NORDIC FENCE, HORIZONTAL";"Rhombus windbreak fence, larch, 60 x 180 cm, NORDIC FENCE, HORIZONTAL"
"4026925980261";"115-220";"";"Læhegn i lærketræ, 180 x 180 cm, NORDIC FENCE, KALMAR";"Skärmvägg, lärk, 180 x 180 cm, NORDIC FENCE, KALMAR";"Suoja-aita, käsittelemätön lehtikuusi, 180 x 180 cm, NORDIC FENCE, KALMAR";"Windbreak fence, larch, 180 x 180 cm, NORDIC FENCE, KALMAR"
"4026925069799";"115-240";"";"Læhegn i lærketræ, 180 x 180 cm, NORDIC FENCE, VERTICAL";"Skärmvägg, lärk, 180 x 180 cm, NORDIC FENCE, VERTICAL";"Suoja-aita, käsittelemätön lehtikuusi, 180 x 180 cm, NORDIC FENCE, VERTICAL";"Windbreak fence, larch, 180 x 180 cm, NORDIC FENCE, VERTICAL"
"4026925069805";"115-241";"";"Læhegn, lærketræ, 100 x 180 cm, NORDIC FENCE, VERTICAL";"Skärmvägg, lärk, 100 x 180 cm, NORDIC FENCE, VERTICAL";"Suoja-aita, käsittelemätön lehtikuusi, 100 x 180 cm, NORDIC FENCE, VERTICAL";"Windbreak fence, larch, 100 x 180 cm, NORDIC FENCE, VERTICAL"
"4026925862741";"115-255";"";"Hegnsstolpe, lærk 9 x 9 x 270 cm, NORDIC FENCE";"Staketstolpe, lärk, 9 x 9 x 270 cm, NORDIC FENCE";"Aitatolppa, käsittelemätön lehtikuusi, 9 x 9 x 270 cm, NORDIC FENCE";"Fence post, larch, 9 x 9 x 270 cm, NORDIC FENCE"
"5705858080550";"115-270";"";"Espalierhegn rust 90 x 180 cm NORDIC FENCE";"Espaljéstaket rost 90 × 180 cm NORDIC FENCE";"Espalier-aita ruostepinta 90 x 180 cm";"Espalier fence rust design 90 x 180 cm NORDIC FENCE"
"5705858080567";"115-271";"";"Espalierhegn rust 180 x 180 cm NORDIC FENCE";"Espaljéstaket rost 180 × 180 cm NORDIC FENCE";"Espalier-aita ruostepinta 180 x 180 cm";"Espalier fence rust design 180 x 180 cm NORDIC FENCE"
"5705858080635";"115-280";"";"Klinthegn 180 x 180 cm, sort grundmalet NORDIC FENCE";"Klintstaket 180 × 180 cm svart grundmålat NORDIC FENCE";"Klint-aita 180 x 180 cm, mustaksi pohjamaalattu";"Klint fence 180 x 180 cm, black primed NORDIC FENCE"
"5705858085241";"115-801";"";"Nature forhavehegnsæt, 148 x 70 cm, 3 fag";"Nature staketset för framträdgård, 148 × 70 cm, 3 sektioner";"Nature-etupihan aitasetti, 148 x 70 cm, 3 osaa";"Nature front garden fence, 148 x 70 cm, 3 modules"
"5705858085258";"115-802";"";"Nature forhavehegnsæt, 148 x 70 cm, 5 fag";"Nature staketset för framträdgård, 148 × 70 cm, 5 sektioner";"Nature-etupihan aitasetti, 148 x 70 cm, 5 osaa";"Nature front garden fence, 148 x 70 cm, 5 modules"
"5705858085265";"115-803";"";"Nature forhavehegn , 148 x 70 cm tillægsfag";"Nature staket för framträdgård, 148 × 70 cm tilläggssektion";"Nature-etupihan aita, 148 x 70 cm, jatko-osa";"Nature front garden fence, 148 x 70 cm additional module"
"5705858085272";"115-804";"";"Fanø forhavehegnsæt, 180 × 80 cm, 3 fag";"Fanø staketset för framträdgård, 180 × 80 cm, 3 sektioner";"Fanø-etupihan aitasetti, 180 x 80 cm, 3 osaa";"Fanø front garden, 180 x 80 cm, 3 modules"
"5705858085289";"115-805";"";"Fanø forhavehegnsæt, 180 × 80 cm, 5 fag";"Fanø staketset för framträdgård, 180 × 80 cm, 5 sektioner";"Fanø-etupihan aitasetti, 180 x 80 cm, 5 osaa";"Fanø front garden, 180 x 80 cm, 5 modules"
"5705858085296";"115-806";"";"Fanø forhavehegn, 180 × 80 cm, tillægsfag";"Fanø staket för framträdgård, 180 × 80 cm, tilläggssektion";"Fanø-etupihan aita, jatko-osa, 180 x 80 cm";"Fanø front garden fence, 180 x 80 cn additional module"
"5705858085302";"115-807";"";"Tendens hvidt forhavehegnsæt, 180 × 90 cm, 3 fag";"Tendens vitt staketset för framträdgård, 180 × 90 cm, 3 sektioner";"Tendens-etupihan aitasetti, valkoinen, 180 x 90 cm, 3 osaa";"Tendens white front garden fence, 180 x 90 cm, 3 modules"
"5705858085319";"115-808";"";"Tendens hvidt forhavehegnsæt, 180 × 90 cm, 5 fag";"Tendens vitt staketset för framträdgård, 180 × 90 cm, 5 sektioner";"Tendens-etupihan aitasetti, valkoinen, 180 x 90 cm, 5 osaa";"Tendens white front garden fence, 180 x 90 cm, 5 modules"
"5705858085326";"115-809";"";"Tendens hvidt forhavehegn, 180 × 90 cm, tillægsfag";"Tendens vitt staket för framträdgård, 180 × 90 cm, tilläggssektion";"Tendens-etupihan aita, valkoinen, jatko-osa, 180 x 90 cm";"Tendens white front garden fence additional module, 180 x 90 cm"
"5705858085333";"115-810";"";"Tendens sort forhavehegnsæt, 180 × 90 cm, 3 fag";"Tendens svart staketset för framträdgård, 180 × 90 cm, 3 sektioner";"Tendens-etupihan aitasetti, musta, 180 x 90 cm, 3 osaa";"Tendens black front garden fence, 180 x 90 cm, 3 modules"
"5705858085340";"115-811";"";"Tendens sort forhavehegnsæt, 180 × 90 cm, 5 fag";"Tendens svart staketset för framträdgård, 180 × 90 cm, 5 sektioner";"Tendens-etupihan aitasetti, musta, 180 x 90 cm, 5 osaa";"Tendens black front garden fence, 180 x 90 cm, 5 modules"
"5705858085357";"115-812";"";"Tendens sort forhavehegn, 180 × 90 cm tillægsfag";"Tendens svart staket för framträdgård, 180 × 90 cm, tilläggssektion";"Tendens-etupihan aita, musta, jatko-osa, 180 x 90 cm";"Tendens black front garden fence additional module, 180 x 90 cm"
"5705858085364";"115-813";"";"Serene espalierhegnsæt, 180 × 180 cm, 3 fag";"Serene spaljéstaketset, 180 × 180 cm, 3 sektioner";"Serene-säleikköaitasetti, 180 x 180 cm, 3 osaa";"Serene espalier fence, 180 x 180 cm, 3 modules"
"5705858085371";"115-814";"";"Serene espalierhegnsæt, 180 × 180 cm, 5 fag";"Serene spaljéstaketset, 180 × 180 cm, 5 sektioner";"Serene-säleikköaitasetti, 180 x 180 cm, 5 osaa";"Serene espalier fence, 180 x 180 cm, 5 modules"
"5705858085388";"115-815";"";"Serene espalierhegn, 180 × 180 cm tillægsfag";"Serene spaljéstaket, 180 × 180 cm, tilläggssektion";"Serene-säleikköaita, jatko-osa, 180 x 180 cm";"Serene espalier fence additional module, 180 x 180 cm"
"5705858085395";"115-816";"";"Espalierhegn kombinationssæt 180 ×180 / 180 x 83 cm";"Serene spaljéstaket kombinationsset, 180 × 180 cm / 180 × 83 cm";"Serene-säleikköaita, yhdistelmäsetti, 180 x 180 cm / 180 x 83 cm";"Serene espalier fence combi set, 180 x 180 cm / 180 x 83 cm"
"5705858085401";"115-817";"";"Serene espalierhegnsæt, 180 × 83 cm, 3 fag";"Serene spaljéstaketset, 180 × 83 cm, 3 sektioner";"Serene-säleikköaitasetti, 180 x 83 cm, 3 osaa";"Serene espalier fence, 180 x 83 cm, 3 modules"
"5705858085418";"115-818";"";"Serene espalierhegnsæt, 180 × 83 cm, 5 fag";"Serene spaljéstaketset, 180 × 83 cm, 5 sektioner";"Serene-säleikköaitasetti, 180 x 83 cm, 5 osaa";"Serene espalier fence, 180 x 83 cm, 5 modules"
"5705858085425";"115-819";"";"Serene espalierhegn, 180 × 83 cm tillægsfag";"Serene spaljéstaket, 180 × 83 cm, tilläggssektion";"Serene-säleikköaita, jatko-osa, 180 x 83 cm";"Serene espalier fence, additional module, 180 x 83 cm"
"5705858085432";"115-820";"";"Serene espalierhegnsæt, 83 × 180 cm, 3 fag";"Serene spaljéstaketset, 83 × 180 cm, 3 sektioner";"Serene-säleikköaitasetti, 83 x 180 cm, 3 osaa";"Serene espalier fence, 83 x 180 cm, 3 modules"
"5705858085449";"115-821";"";"Serene espalierhegnsæt, 83 × 180 cm, 5 fag";"Serene spaljéstaketset, 83 × 180 cm, 5 sektioner";"Serene-säleikköaitasetti, 83 x 180 cm, 5 osaa";"Serene espalier fence, 83 x 180 cm, 5 modules"
"5705858085456";"115-822";"";"Serene espalierhegn, 83 × 180 cm tillægsfag";"Serene spaljéstaket, 83 × 180 cm, tilläggssektion";"Serene-säleikköaita, jatko-osa, 83 x 180 cm";"Serene espalier fence additional module, 83 x 180 cm"
"5705858085463";"115-823";"";"Espalierhegn kombinationssæt 180 ×180 / 83 ×180 cm";"Serene spaljéstaket kombinationsset, 180 × 180 cm / 83 × 180 cm";"Serene-säleikköaita, yhdistelmäsetti, 180 x 180 cm / 83 x 180 cm";"Serene espalier fence combi set, 180 x 180 cm / 83 x 180 cm"
"5705858085470";"115-824";"";"Solid buet espalier sæt, 180 x 135/150 cm, 3 fag";"Solid bågformat spaljéstaketset, 180 × 135/150 cm, 3 sektioner";"Solid-kaarisäleikkösetti, 180 x 135/150 cm, 3 osaa";"Solid curved espalier, 180 x 135/150 cm, 3 modules"
"5705858085487";"115-825";"";"Solid buet espalier sæt, 180 x 135/150 cm, 5 fag";"Solid bågformat spaljéstaketset, 180 × 135/150 cm, 5 sektioner";"Solid-kaarisäleikkösetti, 180 x 135/150 cm, 5 osaa";"Solid curved espalier, 180 x 135/150 cm, 5 modules"
"5705858085494";"115-826";"";"Solid buet espalier, 180 × 135/150 cm tillægsfag";"Solid bågformat spaljéstaket, 180 × 135/150 cm, tilläggssektion";"Solid-kaarisäleikkö, jatko-osa, 180 x 135/150 cm";"Solid curved espalier additional module, 180 × 135/150 cm"
"5705858085500";"115-827";"";"Espalier kombinationssæt, 180 × 135/150 cm / 165/180 cm";"Solid bågformat spaljéstaket kombinationsset, 180 × 135/150 cm / 180 × 165/180 cm";"Solid-kaarisäleikkö, yhdistelmäsetti, 180 x 135/150 cm / 180 x 165/180 cm";"Solid curved espalier combi set, 180 x 135/150 cm /180 x 165/180 cm"
"5705858085517";"115-828";"";"Solid buet espalier sæt, 180 x 165/180 cm, 3 fag";"Solid bågformat spaljéstaketset, 180 × 165/180 cm, 3 sektioner";"Solid-kaarisäleikkösetti, 180 x 165/180 cm, 3 osaa";"Solid curved espalier, 180 x 165/180 cm, 3 modules"
"5705858085524";"115-829";"";"Solid buet espalier sæt, 180 x 165/180 cm, 5 fag";"Solid bågformat spaljéstaketset, 180 × 165/180 cm, 5 sektioner";"Solid-kaarisäleikkösetti, 180 x 165/180 cm, 5 osaa";"Solid cruved espalier, 180 x 165/180 cm, 5 modules"
"5705858085531";"115-830";"";"Solid buet espalier, 180 × 165/180 cm tillægsfag";"Solid bågformat spaljéstaket, 180 × 165/180 cm, tilläggssektion";"Solid-kaarisäleikkö, jatko-osa, 180 x 165/180 cm";"Solid curved espalier, additional module, 180 x 165/180 cm"
"5705858085548";"115-831";"";"Solid espalier sæt, 60 × 165 cm, 3 fag";"Solid spaljéstaketset, 60 × 165 cm, 3 sektioner";"Solid-säleikkösetti, 60 x 165 cm, 3 osaa";"Solid espalier set, 60 x 165 cm, 3 modules"
"5705858085555";"115-832";"";"Solid espalier, 60 × 165 cm tillægsfag";"Solid spaljéstaket, 60 × 165 cm, tilläggssektion";"Solid-säleikkö, jatko-osa, 60 x 165 cm";"Solid espalier adiitional module, 60 x 165 cm"
"5705858085562";"115-833";"";"Nova sort grundmalet hegnsæt, 80 × 120 cm, 3 fag";"Nova svart grundmålat staketset, 80 × 120 cm, 3 sektioner";"Nova-aitasetti, mustaksi pohjamaalattu, 80 x 120 cm, 3 osaa";"Nova black primed fence, 80 x 120 cm, 3 modules"
"5705858085579";"115-834";"";"Nova sort grundmalet hegnsæt, 80 × 120 cm, 5 fag";"Nova svart grundmålat staketset, 80 × 120 cm, 5 sektioner";"Nova-aitasetti, mustaksi pohjamaalattu, 80 x 120 cm, 5 osaa";"Nova black primed fence, 80 x 120 cm, 5 modules"
"5705858085586";"115-835";"";"Nova sort grundmalet hegn, 80 × 120 cm tillægsfag";"Nova svart grundmålat staket, 80 × 120 cm, tilläggssektion";"Nova-aita, mustaksi pohjamaalattu, jatko-osa, 80 x 120 cm";"Nova black primed fence additional module, 80 x 120 cm"
"5705858085593";"115-837";"";"Nova sort grundmalet hegnsæt, 160 × 90 cm, 3 fag";"Nova svart grundmålat staketset, 160 × 90 cm, 3 sektioner";"Nova-aitasetti, mustaksi pohjamaalattu, 160 x 90 cm, 3 osaa";"Nova black primed fence, 160 x 90 cm, 3 modules"
"5705858085609";"115-838";"";"Nova sort grundmalet hegnsæt, 160 × 90 cm, 5 fag";"Nova svart grundmålat staketset, 160 × 90 cm, 5 sektioner";"Nova-aitasetti, mustaksi pohjamaalattu, 160 x 90 cm, 5 osaa";"Nova black primed fence, 160 x 90 cm, 5 modules"
"5705858085616";"115-839";"";"Nova sort grundmalet hegn, 160 × 90 cm tillægsfag";"Nova svart grundmålat staket, 160 × 90 cm, tilläggssektion";"Nova-aita, mustaksi pohjamaalattu, jatko-osa, 160 x 90 cm";"Nova black primed fence additional module, 160 x 90 cm"
"5705858085623";"115-841";"";"Nova sort grundmalet hegnsæt, 160 × 120 cm, 3 fag";"Nova svart grundmålat staketset, 160 × 120 cm, 3 sektioner";"Nova-aitasetti, mustaksi pohjamaalattu, 160 x 120 cm, 3 osaa";"Nova black primed fence, 160 x 120 cm, 3 modules"
"5705858085630";"115-842";"";"Nova sort grundmalet hegnsæt, 160 × 120 cm, 5 fag";"Nova svart grundmålat staketset, 160 × 120 cm, 5 sektioner";"Nova-aitasetti, mustaksi pohjamaalattu, 160 x 120 cm, 5 osaa";"Nova black primed fence, 160 x 120 cm, 5 modules"
"5705858085647";"115-843";"";"Nova sort grundmalet hegn, 160 × 120 cm tillægsfag";"Nova svart grundmålat staket, 160 × 120 cm, tilläggssektion";"Nova-aita, mustaksi pohjamaalattu, jatko-osa, 160 x 120 cm";"Nova black primed fence additional module, 160 x 120 cm"
"5705858085654";"115-844";"";"Nova sort grundmalet hegnsæt, 160 × 160 cm, 3 fag";"Nova svart grundmålat staketset, 160 × 160 cm, 3 sektioner";"Nova-aitasetti, mustaksi pohjamaalattu, 160 x 160 cm, 3 osaa";"Nova black primed fence, 160 x 160 cm, 3 modules"
"5705858085661";"115-845";"";"Nova sort grundmalet hegnsæt, 160 × 160 cm, 5 fag";"Nova svart grundmålat staketset, 160 × 160 cm, 5 sektioner";"Nova-aitasetti, mustaksi pohjamaalattu, 160 x 160 cm, 5 osaa";"Nova black primed fence, 160 x 160 cm, 5 modules"
"5705858085685";"115-847";"";"Nova sort grundmalet hegnsæt, 160 × 160 cm / 160 × 120 cm";"Nova svart grundmålat staketset, 160 × 160 cm / 160 × 120 cm";"Nova-aitasetti, mustaksi pohjamaalattu, 160 x 160 cm / 160 x 120 cm";"Nova black primed fence, 160 x 160 cm/160 x 120 cm"
"5705858085692";"115-848";"";"Nova teak grundmalet hegnsæt, 80 × 120 cm, 3 fag";"Nova teak grundmålat staketset, 80 × 120 cm, 3 sektioner";"Nova-aitasetti, teak-pohjamaalattu, 80 x 120 cm, 3 osaa";"Nova black primed fence, 80 x 120 cm, 3 modules"
"5705858085708";"115-849";"";"Nova teak grundmalet hegnsæt, 80 × 120 cm, 5 fag";"Nova teak grundmålat staketset, 80 × 120 cm, 5 sektioner";"Nova-aitasetti, teak-pohjamaalattu, 80 x 120 cm, 5 osaa";"Nova black primed fence, 80 x 120 cm, 5 modules"
"5705858085715";"115-850";"";"Nova teak grundmalet hegn, 80 × 120 cm tillægsfag";"Nova teak grundmålat staket, 80 × 120 cm, tilläggssektion";"Nova-aita, teak-pohjamaalattu, jatko-osa, 80 x 120 cm";"Nova black primed fence additional module, 80 x 120 cm"
"5705858085722";"115-851";"";"Nova teak grundmalet hegnsæt, 160 × 90 cm, 3 fag";"Nova teak grundmålat staketset, 160 × 90 cm, 3 sektioner";"Nova-aitasetti, teak-pohjamaalattu, 160 x 90 cm, 3 osaa";"Nova black primed fence, 160 x 90 cm, 3 modules"
"5705858085739";"115-852";"";"Nova teak grundmalet hegnsæt, 160 × 90 cm, 5 fag";"Nova teak grundmålat staketset, 160 × 90 cm, 5 sektioner";"Nova-aitasetti, teak-pohjamaalattu, 160 x 90 cm, 5 osaa";"Nova black primed fence, 160 x 90 cm, 5 modules"
"5705858085746";"115-853";"";"Nova teak grundmalet hegn, 160 × 90 cm tillægsfag";"Nova teak grundmålat staket, 160 × 90 cm, tilläggssektion";"Nova-aita, teak-pohjamaalattu, jatko-osa, 160 x 90 cm";"Nova black primed fence additional module, 160 x 90 cm"
"5705858085753";"115-854";"";"Nova teak grundmalet hegnsæt, 160 × 120 cm, 3 fag";"Nova teak grundmålat staketset, 160 × 120 cm, 3 sektioner";"Nova-aitasetti, teak-pohjamaalattu, 160 x 120 cm, 3 osaa";"Nova black primed fence, 160 x 120 cm, 3 modules"
"5705858085760";"115-855";"";"Nova teak grundmalet hegnsæt, 160 × 120 cm, 5 fag";"Nova teak grundmålat staketset, 160 × 120 cm, 5 sektioner";"Nova-aitasetti, teak-pohjamaalattu, 160 x 120 cm, 5 osaa";"Nova black primed fence, 160 x 120 cm, 5 modules"
"5705858085777";"115-856";"";"Nova teak grundmalet hegn, 160 × 120 cm tillægsfag";"Nova teak grundmålat staket, 160 × 120 cm, tilläggssektion";"Nova-aita, teak-pohjamaalattu, jatko-osa, 160 x 120 cm";"Nova black primed fence additional module, 160 x 120 cm"
"5705858085784";"115-857";"";"Nova teak grundmalet hegnsæt, 160 × 160 cm, 3 fag";"Nova teak grundmålat staketset, 160 × 160 cm, 3 sektioner";"Nova-aitasetti, teak-pohjamaalattu, 160 x 160 cm, 3 osaa";"Nova black primed fence, 160 x 160 cm, 3 modules"
"5705858085791";"115-858";"";"Nova teak grundmalet hegnsæt, 160 × 160 cm, 5 fag";"Nova teak grundmålat staketset, 160 × 160 cm, 5 sektioner";"Nova-aitasetti, teak-pohjamaalattu, 160 x 160 cm, 5 osaa";"Nova black primed fence, 160 x 160 cm, 5 modules"
"5705858085814";"115-859";"";"Horizontal lærk hegnsæt, 180 × 180 cm, 3 fag";"Horizontal lärkträ staketset, 180 × 180 cm, 3 sektioner";"Horizontal-lehtikuusiaitasetti, 180 x 180 cm, 3 osaa";"Horizontal larch fence, 180 x 180 cm, 3 modules"
"5705858085821";"115-860";"";"Horizontal lærk hegnsæt, 180 × 180 cm, 5 fag";"Horizontal lärkträ staketset, 180 × 180 cm, 5 sektioner";"Horizontal-lehtikuusiaitasetti, 180 x 180 cm, 5 osaa";"Horizontal larch fence, 180 x 180 cm, 5 modules"
"5705858085838";"115-861";"";"Horizontal lærk hegn, 180 × 180 cm tillægsfag";"Horizontal lärkträ staket, 180 × 180 cm, tilläggssektion";"Horizontal-lehtikuusiaita, jatko-osa, 180 x 180 cm";"Horizontal larch fence additional module, 180 x 180 cm"
"5705858085845";"115-862";"";"Horizontal lærk hegnsæt, 180 × 180 cm / 60 × 180 cm";"Horizontal lärkträ staketset, 180 × 180 cm / 60 × 180 cm";"Horizontal-lehtikuusiaitasetti, 180 x 180 cm / 60 x 180 cm";"Horizontal cruved hegnsæt, 180 x 165/180 cm, 5 modules"
"5705858085852";"115-863";"";"Horizontal lærk hegnsæt, 60 × 180 cm, 3 fag";"Horizontal lärkträ staketset, 60 × 180 cm, 3 sektioner";"Horizontal-lehtikuusiaitasetti, 60 x 180 cm, 3 osaa";"Horizontal larch fence, 60 x 180 cm, 3 modules"
"5705858085869";"115-864";"";"Horizontal lærk hegnsæt, 60 × 180 cm, 5 fag";"Horizontal lärkträ staketset, 60 × 180 cm, 5 sektioner";"Horizontal-lehtikuusiaitasetti, 60 x 180 cm, 5 osaa";"Horizontal larch fence, 60 x 180 cm, 5 modules"
"5705858085876";"115-865";"";"Horizontal lærk hegn, 60 × 180 cm tillægsfag";"Horizontal lärkträ staket, 60 × 180 cm, tilläggssektion";"Horizontal-lehtikuusiaita, jatko-osa, 60 x 180 cm";"Horizontal larch fence additional module, 60 x 180 cm"
"5705858085883";"115-866";"";"Kalmar lærk hegnsæt, 180 × 180 cm, 3 fag";"Kalmar lärkträ staketset, 180 × 180 cm, 3 sektioner";"Kalmar-lehtikuusiaitasetti, 180 x 180 cm, 3 osaa";"Kalmar larch fence set, 180 x 180 cm, 3 modules"
"5705858085890";"115-867";"";"Kalmar lærk hegnsæt, 180 × 180 cm, 5 fag";"Kalmar lärkträ staketset, 180 × 180 cm, 5 sektioner";"Kalmar-lehtikuusiaitasetti, 180 x 180 cm, 5 osaa";"Kalmar larch fence set, 180 x 180 cm, 5 modules"
"5705858085906";"115-868";"";"Kalmar lærk hegn, 180 × 180 cm tillægsfag";"Kalmar lärkträ staket, 180 × 180 cm, tilläggssektion";"Kalmar-lehtikuusiaita, jatko-osa, 180 x 180 cm";"Kalmar larch fence additional module, 180 x 180 cm"
"5705858085913";"115-869";"";"Vertical lærk hegnsæt, 180 × 180 cm, 3 fag";"Vertical lärkträ staketset, 180 × 180 cm, 3 sektioner";"Vertical-lehtikuusiaitasetti, 180 x 180 cm, 3 osaa";"Vertical larch fence set, 180 x 180 cm, 3 modules"
"5705858085920";"115-870";"";"Vertical lærk hegnsæt, 180 × 180 cm, 5 fag";"Vertical lärkträ staketset, 180 × 180 cm, 5 sektioner";"Vertical-lehtikuusiaitasetti, 180 x 180 cm, 5 osaa";"Vertical larch fence set, 180 x 180 cm, 5 modules"
"5705858085937";"115-871";"";"Vertical lærk hegnsæt, 180 × 180 cm tillægsfag";"Vertical lärkträ staket, 180 × 180 cm, tilläggssektion";"Vertical-lehtikuusiaita, jatko-osa, 180 x 180 cm";"Vertical larch fence additional module, 180 x 180 cm"
"5705858085807";"115-872";"";"Nova teak grundmalet hegn, 160 × 160 cm tillægsfag";"Nova teak grundmålat staket, 160 × 160 cm, tilläggssektion";"Nova-aita, teak-pohjamaalattu, jatko-osa, 160 x 160 cm";"Nova black primed fence additional module, 160 x 160 cm"
"5705858729381";"116-025";"";"Multi alustolpe sort 1084 x 50 x 50 mm HORTUS";"Multi aluminiumstolpe svart 1084 x 50 x 50 mm HORTUS";"Multi -alumiinitolppa 100 cm lasipaneelille, musta 108 cm HORTUS";"Multi post black 1084 x 50 mm HORTUS"
"5705858729398";"116-026";"";"Multi alustolpe sort 1584 x 50 x 50 mm HORTUS";"Multi aluminiumstolpe svart 1584 x 50 x 50 mm HORTUS";"Multi -alumiinitolppa 150 cm lasipaneelille, musta 158 cm HORTUS";"Multi post black 1584 x 50 mm HORTUS"
"5705858729367";"116-030";"";"Glashavehegn med aluskinne 100 x 95 cm HORTUS";"Glasstaket med aluminiumskena 100 x 95 cm HORTUS";"Lasipaneeli alumiinitolpille, 100 x 95 cm, musta lasi HORTUS";"Glass fence with aluminum rail 100 x 95 cm HORTUS"
"5705858729374";"116-031";"";"Glashavehegn med aluskinne 150 x 95 cm HORTUS";"Glasstaket med aluminiumskena 150 x 95 cm HORTUS";"Lasipaneeli alumiinitolpille, 150 x 95 cm, musta lasi HORTUS";"Glass fence with aluminum rail 150 x 95 cm HORTUS"
"5705858708652";"116-035";"";"Espalier 100 x 100 cm antracitgrå til aluminium stolpe";"Spaljé till glasstaket 100 x 100 cm";"Säleikkö lasipaneeliaitaan, 100 x 100 cm";"Trellis for glass fence 100 x 100 cm"
"5705858708669";"116-036";"";"Espalier antracitgrå 150 x 100 cm til aluminium stolpe";"Spaljé till glasstaket 150 x 100 cm";"Säleikkö lasipaneeliaitaan, 150 x 100 cm";"Trellis for glass fence 150 x 100 cm"
"5705858701431";"116-038";"";"Glashegn med aluskinne 150 x 100 cm HORTUS";"Glasstaket med aluminiumskena klar glas 150 x100 cm HORTUS";"Lasipaneeli alumiinitolpille kirkas lasi 150 x 100 cm, HORTUS";"Glass fence with aluminium bar clear glass 150 x100 cm HORTUS"
